freq,voltage,phase
1.21991704101833e+02,-8.94688198037204e-01,-2.55615009425689e+01
1.22202754798280e+02,-8.97487353612183e-01,-2.56000723188421e+01
1.22414170621165e+02,-9.00294390525212e-01,-2.56386854947908e+01
1.22625952202174e+02,-9.03109325853156e-01,-2.56773404454884e+01
1.22838100174081e+02,-9.05932176681089e-01,-2.57160371456769e+01
1.23050615170759e+02,-9.08762960102129e-01,-2.57547755697668e+01
1.23263497827176e+02,-9.11601693217255e-01,-2.57935556918359e+01
1.23476748779398e+02,-9.14448393135159e-01,-2.58323774856285e+01
1.23690368664592e+02,-9.17303076972056e-01,-2.58712409245549e+01
1.23904358121028e+02,-9.20165761851511e-01,-2.59101459816906e+01
1.24118717788079e+02,-9.23036464904275e-01,-2.59490926297750e+01
1.24333448306224e+02,-9.25915203268113e-01,-2.59880808412114e+01
1.24548550317052e+02,-9.28801994087613e-01,-2.60271105880658e+01
1.24764024463261e+02,-9.31696854514024e-01,-2.60661818420661e+01
1.24979871388659e+02,-9.34599801705066e-01,-2.61052945746017e+01
1.25196091738171e+02,-9.37510852824774e-01,-2.61444487567223e+01
1.25412686157835e+02,-9.40430025043293e-01,-2.61836443591376e+01
1.25629655294808e+02,-9.43357335536720e-01,-2.62228813522160e+01
1.25846999797367e+02,-9.46292801486909e-01,-2.62621597059846e+01
1.26064720314910e+02,-9.49236440081293e-01,-2.63014793901277e+01
1.26282817497958e+02,-9.52188268512711e-01,-2.63408403739867e+01
1.26501291998158e+02,-9.55148303979211e-01,-2.63802426265590e+01
1.26720144468285e+02,-9.58116563683870e-01,-2.64196861164974e+01
1.26939375562241e+02,-9.61093064834615e-01,-2.64591708121093e+01
1.27158985935063e+02,-9.64077824644040e-01,-2.64986966813561e+01
1.27378976242918e+02,-9.67070860329199e-01,-2.65382636918526e+01
1.27599347143108e+02,-9.70072189111444e-01,-2.65778718108658e+01
1.27820099294076e+02,-9.73081828216219e-01,-2.66175210053148e+01
1.28041233355401e+02,-9.76099794872879e-01,-2.66572112417696e+01
1.28262749987802e+02,-9.79126106314497e-01,-2.66969424864511e+01
1.28484649853145e+02,-9.82160779777675e-01,-2.67367147052293e+01
1.28706933614437e+02,-9.85203832502344e-01,-2.67765278636239e+01
1.28929601935836e+02,-9.88255281731588e-01,-2.68163819268025e+01
1.29152655482644e+02,-9.91315144711437e-01,-2.68562768595808e+01
1.29376094921320e+02,-9.94383438690671e-01,-2.68962126264213e+01
1.29599920919471e+02,-9.97460180920634e-01,-2.69361891914328e+01
1.29824134145861e+02,-1.00054538865503e+00,-2.69762065183702e+01
1.30048735270411e+02,-1.00363907914975e+00,-2.70162645706331e+01
1.30273724964202e+02,-1.00674126966262e+00,-2.70563633112656e+01
1.30499103899473e+02,-1.00985197745325e+00,-2.70965027029557e+01
1.30724872749629e+02,-1.01297121978284e+00,-2.71366827080343e+01
1.30951032189239e+02,-1.01609901391394e+00,-2.71769032884749e+01
1.31177582894039e+02,-1.01923537711026e+00,-2.72171644058929e+01
1.31404525540933e+02,-1.02238032663651e+00,-2.72574660215448e+01
1.31631860807998e+02,-1.02553387975814e+00,-2.72978080963278e+01
1.31859589374483e+02,-1.02869605374116e+00,-2.73381905907790e+01
1.32087711920811e+02,-1.03186686585194e+00,-2.73786134650748e+01
1.32316229128585e+02,-1.03504633335702e+00,-2.74190766790306e+01
1.32545141680585e+02,-1.03823447352285e+00,-2.74595801920997e+01
1.32774450260774e+02,-1.04143130361564e+00,-2.75001239633731e+01
1.33004155554295e+02,-1.04463684090114e+00,-2.75407079515788e+01
1.33234258247480e+02,-1.04785110264438e+00,-2.75813321150809e+01
1.33464759027847e+02,-1.05107410610955e+00,-2.76219964118797e+01
1.33695658584102e+02,-1.05430586855972e+00,-2.76627007996103e+01
1.33926957606145e+02,-1.05754640725664e+00,-2.77034452355429e+01
1.34158656785067e+02,-1.06079573946055e+00,-2.77442296765814e+01
1.34390756813158e+02,-1.06405388242996e+00,-2.77850540792634e+01
1.34623258383902e+02,-1.06732085342142e+00,-2.78259183997594e+01
1.34856162191985e+02,-1.07059666968933e+00,-2.78668225938723e+01
1.35089468933295e+02,-1.07388134848572e+00,-2.79077666170371e+01
1.35323179304921e+02,-1.07717490706000e+00,-2.79487504243198e+01
1.35557294005162e+02,-1.08047736265879e+00,-2.79897739704175e+01
1.35791813733523e+02,-1.08378873252569e+00,-2.80308372096572e+01
1.36026739190719e+02,-1.08710903390103e+00,-2.80719400959962e+01
1.36262071078678e+02,-1.09043828402169e+00,-2.81130825830206e+01
1.36497810100542e+02,-1.09377650012088e+00,-2.81542646239453e+01
1.36733956960669e+02,-1.09712369942788e+00,-2.81954861716136e+01
1.36970512364636e+02,-1.10047989916786e+00,-2.82367471784964e+01
1.37207477019242e+02,-1.10384511656164e+00,-2.82780475966919e+01
1.37444851632506e+02,-1.10721936882546e+00,-2.83193873779251e+01
1.37682636913674e+02,-1.11060267317078e+00,-2.83607664735471e+01
1.37920833573219e+02,-1.11399504680404e+00,-2.84021848345350e+01
1.38159442322843e+02,-1.11739650692642e+00,-2.84436424114911e+01
1.38398463875477e+02,-1.12080707073363e+00,-2.84851391546427e+01
1.38637898945289e+02,-1.12422675541572e+00,-2.85266750138414e+01
1.38877748247680e+02,-1.12765557815677e+00,-2.85682499385628e+01
1.39118012499290e+02,-1.13109355613474e+00,-2.86098638779062e+01
1.39358692417998e+02,-1.13454070652119e+00,-2.86515167805937e+01
1.39599788722925e+02,-1.13799704648108e+00,-2.86932085949704e+01
1.39841302134437e+02,-1.14146259317253e+00,-2.87349392690034e+01
1.40083233374146e+02,-1.14493736374657e+00,-2.87767087502816e+01
1.40325583164911e+02,-1.14842137534696e+00,-2.88185169860156e+01
1.40568352230843e+02,-1.15191464510990e+00,-2.88603639230368e+01
1.40811541297305e+02,-1.15541719016383e+00,-2.89022495077973e+01
1.41055151090917e+02,-1.15892902762917e+00,-2.89441736863693e+01
1.41299182339552e+02,-1.16245017461814e+00,-2.89861364044450e+01
1.41543635772347e+02,-1.16598064823445e+00,-2.90281376073360e+01
1.41788512119696e+02,-1.16952046557311e+00,-2.90701772399731e+01
1.42033812113260e+02,-1.17306964372020e+00,-2.91122552469058e+01
1.42279536485964e+02,-1.17662819975261e+00,-2.91543715723018e+01
1.42525685972001e+02,-1.18019615073779e+00,-2.91965261599471e+01
1.42772261306836e+02,-1.18377351373357e+00,-2.92387189532453e+01
1.43019263227204e+02,-1.18736030578785e+00,-2.92809498952172e+01
1.43266692471115e+02,-1.19095654393841e+00,-2.93232189285010e+01
1.43514549777858e+02,-1.19456224521262e+00,-2.93655259953512e+01
1.43762835887999e+02,-1.19817742662727e+00,-2.94078710376390e+01
1.44011551543385e+02,-1.20180210518827e+00,-2.94502539968515e+01
1.44260697487147e+02,-1.20543629789041e+00,-2.94926748140917e+01
1.44510274463702e+02,-1.20908002171716e+00,-2.95351334300781e+01
1.44760283218755e+02,-1.21273329364037e+00,-2.95776297851443e+01
1.45010724499301e+02,-1.21639613062007e+00,-2.96201638192390e+01
1.45261599053625e+02,-1.22006854960421e+00,-2.96627354719255e+01
1.45512907631310e+02,-1.22375056752840e+00,-2.97053446823814e+01
1.45764650983235e+02,-1.22744220131570e+00,-2.97479913893986e+01
1.46016829861576e+02,-1.23114346787630e+00,-2.97906755313829e+01
1.46269445019813e+02,-1.23485438410738e+00,-2.98333970463536e+01
1.46522497212727e+02,-1.23857496689276e+00,-2.98761558719435e+01
1.46775987196407e+02,-1.24230523310272e+00,-2.99189519453988e+01
1.47029915728249e+02,-1.24604519959370e+00,-2.99617852035784e+01
1.47284283566960e+02,-1.24979488320812e+00,-3.00046555829541e+01
1.47539091472557e+02,-1.25355430077402e+00,-3.00475630196103e+01
1.47794340206376e+02,-1.25732346910494e+00,-3.00905074492437e+01
1.48050030531068e+02,-1.26110240499955e+00,-3.01334888071633e+01
1.48306163210602e+02,-1.26489112524147e+00,-3.01765070282900e+01
1.48562739010271e+02,-1.26868964659901e+00,-3.02195620471566e+01
1.48819758696692e+02,-1.27249798582487e+00,-3.02626537979077e+01
1.49077223037806e+02,-1.27631615965596e+00,-3.03057822142991e+01
1.49335132802885e+02,-1.28014418481307e+00,-3.03489472296983e+01
1.49593488762531e+02,-1.28398207800067e+00,-3.03921487770839e+01
1.49852291688678e+02,-1.28782985590664e+00,-3.04353867890456e+01
1.50111542354598e+02,-1.29168753520199e+00,-3.04786611977841e+01
1.50371241534898e+02,-1.29555513254062e+00,-3.05219719351110e+01
1.50631390005527e+02,-1.29943266455910e+00,-3.05653189324486e+01
1.50891988543775e+02,-1.30332014787634e+00,-3.06087021208299e+01
1.51153037928280e+02,-1.30721759909339e+00,-3.06521214308984e+01
1.51414538939022e+02,-1.31112503479315e+00,-3.06955767929084e+01
1.51676492357335e+02,-1.31504247154013e+00,-3.07390681367241e+01
1.51938898965901e+02,-1.31896992588020e+00,-3.07825953918204e+01
1.52201759548760e+02,-1.32290741434027e+00,-3.08261584872825e+01
1.52465074891305e+02,-1.32685495342812e+00,-3.08697573518057e+01
1.52728845780289e+02,-1.33081255963207e+00,-3.09133919136956e+01
1.52993073003827e+02,-1.33478024942073e+00,-3.09570621008679e+01
1.53257757351395e+02,-1.33875803924276e+00,-3.10007678408486e+01
1.53522899613839e+02,-1.34274594552662e+00,-3.10445090607736e+01
1.53788500583369e+02,-1.34674398468025e+00,-3.10882856873890e+01
1.54054561053567e+02,-1.35075217309085e+00,-3.11320976470513e+01
1.54321081819389e+02,-1.35477052712464e+00,-3.11759448657268e+01
1.54588063677165e+02,-1.35879906312651e+00,-3.12198272689921e+01
1.54855507424604e+02,-1.36283779741986e+00,-3.12637447820340e+01
1.55123413860794e+02,-1.36688674630627e+00,-3.13076973296495e+01
1.55391783786204e+02,-1.37094592606524e+00,-3.13516848362458e+01
1.55660618002692e+02,-1.37501535295394e+00,-3.13957072258406e+01
1.55929917313499e+02,-1.37909504320696e+00,-3.14397644220619e+01
1.56199682523258e+02,-1.38318501303599e+00,-3.14838563481481e+01
1.56469914437994e+02,-1.38728527862963e+00,-3.15279829269482e+01
1.56740613865125e+02,-1.39139585615304e+00,-3.15721440809219e+01
1.57011781613467e+02,-1.39551676174775e+00,-3.16163397321395e+01
1.57283418493236e+02,-1.39964801153133e+00,-3.16605698022823e+01
1.57555525316048e+02,-1.40378962159717e+00,-3.17048342126423e+01
1.57828102894923e+02,-1.40794160801416e+00,-3.17491328841230e+01
1.58101152044290e+02,-1.41210398682650e+00,-3.17934657372387e+01
1.58374673579986e+02,-1.41627677405335e+00,-3.18378326921153e+01
1.58648668319256e+02,-1.42045998568860e+00,-3.18822336684901e+01
1.58923137080765e+02,-1.42465363770060e+00,-3.19266685857123e+01
1.59198080684589e+02,-1.42885774603190e+00,-3.19711373627426e+01
1.59473499952226e+02,-1.43307232659894e+00,-3.20156399181540e+01
1.59749395706593e+02,-1.43729739529183e+00,-3.20601761701317e+01
1.60025768772033e+02,-1.44153296797405e+00,-3.21047460364732e+01
1.60302619974313e+02,-1.44577906048218e+00,-3.21493494345887e+01
1.60579950140630e+02,-1.45003568862565e+00,-3.21939862815013e+01
1.60857760099611e+02,-1.45430286818644e+00,-3.22386564938471e+01
1.61136050681318e+02,-1.45858061491883e+00,-3.22833599878755e+01
1.61414822717247e+02,-1.46286894454913e+00,-3.23280966794496e+01
1.61694077040335e+02,-1.46716787277538e+00,-3.23728664840461e+01
1.61973814484959e+02,-1.47147741526712e+00,-3.24176693167561e+01
1.62254035886937e+02,-1.47579758766510e+00,-3.24625050922846e+01
1.62534742083538e+02,-1.48012840558097e+00,-3.25073737249517e+01
1.62815933913475e+02,-1.48446988459709e+00,-3.25522751286922e+01
1.63097612216914e+02,-1.48882204026617e+00,-3.25972092170560e+01
1.63379777835475e+02,-1.49318488811107e+00,-3.26421759032089e+01
1.63662431612233e+02,-1.49755844362447e+00,-3.26871750999323e+01
1.63945574391722e+02,-1.50194272226863e+00,-3.27322067196239e+01
1.64229207019936e+02,-1.50633773947512e+00,-3.27772706742980e+01
1.64513330344335e+02,-1.51074351064451e+00,-3.28223668755857e+01
1.64797945213842e+02,-1.51516005114616e+00,-3.28674952347353e+01
1.65083052478853e+02,-1.51958737631788e+00,-3.29126556626129e+01
1.65368652991230e+02,-1.52402550146568e+00,-3.29578480697025e+01
1.65654747604312e+02,-1.52847444186354e+00,-3.30030723661066e+01
1.65941337172914e+02,-1.53293421275306e+00,-3.30483284615463e+01
1.66228422553330e+02,-1.53740482934325e+00,-3.30936162653621e+01
1.66516004603335e+02,-1.54188630681021e+00,-3.31389356865140e+01
1.66804084182187e+02,-1.54637866029690e+00,-3.31842866335822e+01
1.67092662150631e+02,-1.55088190491282e+00,-3.32296690147673e+01
1.67381739370904e+02,-1.55539605573380e+00,-3.32750827378907e+01
1.67671316706730e+02,-1.55992112780163e+00,-3.33205277103956e+01
1.67961395023331e+02,-1.56445713612390e+00,-3.33660038393466e+01
1.68251975187423e+02,-1.56900409567363e+00,-3.34115110314310e+01
1.68543058067225e+02,-1.57356202138904e+00,-3.34570491929587e+01
1.68834644532454e+02,-1.57813092817328e+00,-3.35026182298632e+01
1.69126735454335e+02,-1.58271083089416e+00,-3.35482180477016e+01
1.69419331705599e+02,-1.58730174438382e+00,-3.35938485516555e+01
1.69712434160485e+02,-1.59190368343856e+00,-3.36395096465314e+01
1.70006043694748e+02,-1.59651666281845e+00,-3.36852012367611e+01
1.70300161185655e+02,-1.60114069724716e+00,-3.37309232264024e+01
1.70594787511993e+02,-1.60577580141160e+00,-3.37766755191399e+01
1.70889923554068e+02,-1.61042198996170e+00,-3.38224580182849e+01
1.71185570193710e+02,-1.61507927751014e+00,-3.38682706267767e+01
1.71481728314272e+02,-1.61974767863204e+00,-3.39141132471827e+01
1.71778398800639e+02,-1.62442720786470e+00,-3.39599857816993e+01
1.72075582539225e+02,-1.62911787970736e+00,-3.40058881321523e+01
1.72373280417976e+02,-1.63381970862087e+00,-3.40518201999976e+01
1.72671493326378e+02,-1.63853270902748e+00,-3.40977818863218e+01
1.72970222155451e+02,-1.64325689531050e+00,-3.41437730918429e+01
1.73269467797761e+02,-1.64799228181409e+00,-3.41897937169109e+01
1.73569231147417e+02,-1.65273888284296e+00,-3.42358436615086e+01
1.73869513100071e+02,-1.65749671266207e+00,-3.42819228252520e+01
1.74170314552931e+02,-1.66226578549642e+00,-3.43280311073911e+01
1.74471636404752e+02,-1.66704611553074e+00,-3.43741684068107e+01
1.74773479555846e+02,-1.67183771690919e+00,-3.44203346220310e+01
1.75075844908083e+02,-1.67664060373518e+00,-3.44665296512083e+01
1.75378733364891e+02,-1.68145479007099e+00,-3.45127533921358e+01
1.75682145831265e+02,-1.68628028993759e+00,-3.45590057422441e+01
1.75986083213761e+02,-1.69111711731429e+00,-3.46052865986023e+01
1.76290546420507e+02,-1.69596528613855e+00,-3.46515958579186e+01
1.76595536361200e+02,-1.70082481030565e+00,-3.46979334165408e+01
1.76901053947111e+02,-1.70569570366844e+00,-3.47442991704575e+01
1.77207100091090e+02,-1.71057798003708e+00,-3.47906930152985e+01
1.77513675707562e+02,-1.71547165317875e+00,-3.48371148463360e+01
1.77820781712538e+02,-1.72037673681741e+00,-3.48835645584850e+01
1.78128419023611e+02,-1.72529324463350e+00,-3.49300420463044e+01
1.78436588559964e+02,-1.73022119026371e+00,-3.49765472039975e+01
1.78745291242367e+02,-1.73516058730065e+00,-3.50230799254132e+01
1.79054527993186e+02,-1.74011144929267e+00,-3.50696401040467e+01
1.79364299736381e+02,-1.74507378974350e+00,-3.51162276330403e+01
1.79674607397510e+02,-1.75004762211207e+00,-3.51628424051843e+01
1.79985451903735e+02,-1.75503295981216e+00,-3.52094843129177e+01
1.80296834183819e+02,-1.76002981621221e+00,-3.52561532483296e+01
1.80608755168134e+02,-1.76503820463501e+00,-3.53028491031595e+01
1.80921215788659e+02,-1.77005813835744e+00,-3.53495717687984e+01
1.81234216978989e+02,-1.77508963061021e+00,-3.53963211362899e+01
1.81547759674331e+02,-1.78013269457762e+00,-3.54430970963311e+01
1.81861844811510e+02,-1.78518734339724e+00,-3.54898995392731e+01
1.82176473328975e+02,-1.79025359015971e+00,-3.55367283551226e+01
1.82491646166796e+02,-1.79533144790841e+00,-3.55835834335423e+01
1.82807364266668e+02,-1.80042092963928e+00,-3.56304646638521e+01
1.83123628571919e+02,-1.80552204830048e+00,-3.56773719350302e+01
1.83440440027505e+02,-1.81063481679218e+00,-3.57243051357139e+01
1.83757799580020e+02,-1.81575924796626e+00,-3.57712641542005e+01
1.84075708177694e+02,-1.82089535462610e+00,-3.58182488784487e+01
1.84394166770398e+02,-1.82604314952627e+00,-3.58652591960791e+01
1.84713176309647e+02,-1.83120264537228e+00,-3.59122949943758e+01
1.85032737748599e+02,-1.83637385482037e+00,-3.59593561602868e+01
1.85352852042066e+02,-1.84155679047717e+00,-3.60064425804255e+01
1.85673520146507e+02,-1.84675146489953e+00,-3.60535541410718e+01
1.85994743020039e+02,-1.85195789059420e+00,-3.61006907281728e+01
1.86316521622435e+02,-1.85717608001758e+00,-3.61478522273440e+01
1.86638856915130e+02,-1.86240604557549e+00,-3.61950385238707e+01
1.86961749861220e+02,-1.86764779962292e+00,-3.62422495027088e+01
1.87285201425468e+02,-1.87290135446373e+00,-3.62894850484858e+01
1.87609212574309e+02,-1.87816672235044e+00,-3.63367450455022e+01
1.87933784275845e+02,-1.88344391548396e+00,-3.63840293777325e+01
1.88258917499857e+02,-1.88873294601332e+00,-3.64313379288263e+01
1.88584613217801e+02,-1.89403382603546e+00,-3.64786705821096e+01
1.88910872402815e+02,-1.89934656759495e+00,-3.65260272205857e+01
1.89237696029721e+02,-1.90467118268374e+00,-3.65734077269366e+01
1.89565085075027e+02,-1.91000768324091e+00,-3.66208119835240e+01
1.89893040516928e+02,-1.91535608115243e+00,-3.66682398723908e+01
1.90221563335317e+02,-1.92071638825090e+00,-3.67156912752618e+01
1.90550654511776e+02,-1.92608861631533e+00,-3.67631660735453e+01
1.90880315029589e+02,-1.93147277707085e+00,-3.68106641483342e+01
1.91210545873740e+02,-1.93686888218850e+00,-3.68581853804072e+01
1.91541348030917e+02,-1.94227694328495e+00,-3.69057296502302e+01
1.91872722489516e+02,-1.94769697192229e+00,-3.69532968379571e+01
1.92204670239641e+02,-1.95312897960778e+00,-3.70008868234316e+01
1.92537192273111e+02,-1.95857297779358e+00,-3.70484994861882e+01
1.92870289583460e+02,-1.96402897787654e+00,-3.70961347054533e+01
1.93203963165940e+02,-1.96949699119794e+00,-3.71437923601469e+01
1.93538214017526e+02,-1.97497702904325e+00,-3.71914723288837e+01
1.93873043136917e+02,-1.98046910264189e+00,-3.72391744899742e+01
1.94208451524541e+02,-1.98597322316701e+00,-3.72868987214263e+01
1.94544440182556e+02,-1.99148940173522e+00,-3.73346449009465e+01
1.94881010114854e+02,-1.99701764940638e+00,-3.73824129059413e+01
1.95218162327062e+02,-2.00255797718335e+00,-3.74302026135183e+01
1.95555897826550e+02,-2.00811039601175e+00,-3.74780139004881e+01
1.95894217622428e+02,-2.01367491677975e+00,-3.75258466433649e+01
1.96233122725554e+02,-2.01925155031779e+00,-3.75737007183686e+01
1.96572614148533e+02,-2.02484030739841e+00,-3.76215760014256e+01
1.96912692905723e+02,-2.03044119873595e+00,-3.76694723681708e+01
1.97253360013236e+02,-2.03605423498638e+00,-3.77173896939482e+01
1.97594616488943e+02,-2.04167942674703e+00,-3.77653278538131e+01
1.97936463352475e+02,-2.04731678455637e+00,-3.78132867225330e+01
1.98278901625227e+02,-2.05296631889380e+00,-3.78612661745894e+01
1.98621932330363e+02,-2.05862804017939e+00,-3.79092660841787e+01
1.98965556492813e+02,-2.06430195877369e+00,-3.79572863252143e+01
